jid,split
JVASP-101749,test
JVASP-10175,train
JVASP-101750,train
JVASP-101751,train
JVASP-101752,test
JVASP-101753,train
JVASP-101754,train
JVASP-101755,train
JVASP-101756,test
JVASP-101757,train
JVASP-101758,train
JVASP-101759,train
JVASP-10176,train
JVASP-101760,test
JVASP-101761,train
JVASP-101762,test
JVASP-101763,train
JVASP-101764,train
JVASP-101766,train
JVASP-101768,test
JVASP-101769,train
JVASP-10177,train
JVASP-101770,train
JVASP-101772,test
JVASP-101775,train
JVASP-101776,train
JVASP-10178,train
JVASP-101780,train
JVASP-101783,val
JVASP-101784,train
JVASP-101785,train
JVASP-101786,train
JVASP-101787,train
JVASP-101789,train
JVASP-10179,train
JVASP-101790,train
JVASP-101791,train
JVASP-101792,train
JVASP-101793,test
JVASP-101794,train
JVASP-101795,train
JVASP-101796,train
JVASP-101797,train
JVASP-101798,train
JVASP-101799,train
JVASP-10180,train
JVASP-101800,train
JVASP-101801,train
JVASP-101802,val
JVASP-101803,train
JVASP-101804,val
JVASP-101805,train
JVASP-101806,train
JVASP-101808,test
JVASP-101809,val
JVASP-10181,train
JVASP-101810,train
JVASP-101811,train
JVASP-101812,train
JVASP-101813,train
JVASP-101814,train
JVASP-101815,train
JVASP-101816,train
JVASP-101817,train
JVASP-101819,train
JVASP-10182,train
JVASP-101820,train
JVASP-101821,train
JVASP-101822,train
JVASP-101823,train
JVASP-101824,train
JVASP-101825,val
JVASP-101827,train
JVASP-101828,val
JVASP-101829,train
JVASP-10183,train
JVASP-101830,train
JVASP-101831,train
JVASP-101832,test
JVASP-101833,train
JVASP-101835,train
JVASP-101836,train
JVASP-101839,train
JVASP-10184,train
JVASP-101840,train
JVASP-101842,val
JVASP-101844,train
JVASP-101845,test
JVASP-101846,train
JVASP-101849,train
JVASP-10185,train
JVASP-101850,train
JVASP-101852,train
JVASP-101854,train
JVASP-101855,train
JVASP-101856,train
JVASP-101857,train
JVASP-10186,val
JVASP-101862,train
JVASP-101863,val
JVASP-101865,train
JVASP-101866,train
JVASP-101868,train
JVASP-101869,train
JVASP-10187,train
JVASP-101871,train
JVASP-101872,train
JVASP-101873,train
JVASP-101874,train
JVASP-101876,train
JVASP-101877,train
JVASP-101878,train
JVASP-101879,train
JVASP-10188,train
JVASP-101880,train
JVASP-101882,train
JVASP-101883,test
JVASP-101885,test
JVASP-101886,train
JVASP-101888,train
JVASP-101889,train
JVASP-10189,train
JVASP-101890,test
JVASP-101891,train
JVASP-101893,train
JVASP-101894,train
JVASP-101895,train
JVASP-101897,val
JVASP-101898,train
JVASP-10190,val
JVASP-101900,train
JVASP-101901,val
JVASP-101902,val
JVASP-101903,train
JVASP-101904,train
JVASP-101905,train
JVASP-101906,train
JVASP-101907,train
JVASP-101908,train
JVASP-10191,test
JVASP-101910,train
JVASP-101911,train
JVASP-101913,train
JVASP-101914,train
JVASP-101915,train
JVASP-101916,train
JVASP-101917,train
JVASP-101918,train
JVASP-101919,val
JVASP-10192,train
JVASP-101920,val
JVASP-101921,train
JVASP-101922,train
JVASP-101923,train
JVASP-101924,train
JVASP-101925,train
JVASP-101927,train
JVASP-101928,train
JVASP-101929,train
JVASP-10193,train
JVASP-101930,val
JVASP-101931,train
JVASP-101932,train
JVASP-101933,train
JVASP-101934,train
JVASP-101935,train
JVASP-101936,test
JVASP-101937,train
JVASP-101938,train
JVASP-101939,train
JVASP-10194,train
JVASP-101940,train
JVASP-101941,train
JVASP-101942,test
JVASP-101944,train
JVASP-101945,train
JVASP-101946,train
JVASP-101947,train
JVASP-101948,train
JVASP-101949,train
JVASP-10195,train
JVASP-101950,train
JVASP-101951,train
JVASP-101952,train
JVASP-101953,train
JVASP-101954,train
JVASP-101955,val
JVASP-101956,train
JVASP-101958,train
JVASP-101959,train
JVASP-10196,train
JVASP-101960,train
JVASP-101961,train
JVASP-101962,train
JVASP-101963,train
JVASP-101964,train
JVASP-101965,train
JVASP-101966,train
JVASP-101967,val
JVASP-101968,test
JVASP-101969,test
JVASP-10197,train
JVASP-101970,train
JVASP-101971,train
JVASP-101972,train
JVASP-101973,train
JVASP-101974,train
JVASP-101975,train
JVASP-101977,train
JVASP-101978,val
JVASP-101979,train
JVASP-10198,train
JVASP-101980,train
JVASP-101981,train
JVASP-101982,train
JVASP-101983,val
JVASP-101984,train
JVASP-101985,train
JVASP-101986,train
JVASP-101987,train
JVASP-101988,train
JVASP-101989,train
JVASP-10199,train
JVASP-101990,test
JVASP-101991,train
JVASP-101992,val
JVASP-101993,train
JVASP-101994,train
JVASP-101995,train
JVASP-101997,train
JVASP-101998,train
JVASP-1020,train
JVASP-10200,test
JVASP-102001,test
JVASP-102003,train
JVASP-102004,train
JVASP-102005,test
JVASP-102006,train
JVASP-10201,train
JVASP-10202,train
JVASP-10203,test
JVASP-10204,val
JVASP-10205,train
JVASP-102054,train
JVASP-102056,train
JVASP-102058,train
JVASP-102059,train
JVASP-10206,train
JVASP-102060,train
JVASP-102062,train
JVASP-102063,train
JVASP-102064,train
JVASP-102065,test
JVASP-102066,test
JVASP-102067,train
JVASP-10207,train
JVASP-102074,train
JVASP-102081,train
JVASP-102082,train
JVASP-102083,train
JVASP-102084,val
JVASP-102085,train
JVASP-102087,train
JVASP-102088,train
JVASP-10209,train
JVASP-102090,train
JVASP-102091,train
JVASP-102093,train
JVASP-102094,train
JVASP-102098,train
JVASP-102099,val
JVASP-10210,train
JVASP-102100,train
JVASP-102101,test
JVASP-102102,val
JVASP-102103,train
JVASP-102104,train
JVASP-102106,train
JVASP-102107,train
JVASP-102108,train
JVASP-102109,train
JVASP-10211,test
JVASP-102112,train
JVASP-102113,train
JVASP-102114,train
JVASP-102115,train
JVASP-102116,train
JVASP-102118,train
JVASP-102119,train
JVASP-10212,train
JVASP-102120,train
JVASP-102121,train
JVASP-102123,train
JVASP-102124,test
JVASP-102127,train
JVASP-102128,train
JVASP-102129,train
JVASP-10213,train
JVASP-102131,train
JVASP-102133,train
JVASP-102134,train
JVASP-102135,train
JVASP-102136,train
JVASP-102137,train
JVASP-102139,train
JVASP-10214,train
JVASP-102142,train
JVASP-102144,train
JVASP-102145,val
JVASP-102146,train
JVASP-102148,train
JVASP-102149,train
JVASP-10215,train
JVASP-102151,val
JVASP-102152,train
JVASP-102154,train
JVASP-102156,test
JVASP-102157,test
JVASP-102158,train
JVASP-102159,train
JVASP-10216,train
JVASP-102161,train
JVASP-102163,train
JVASP-102164,train
JVASP-102165,train
JVASP-102166,train
JVASP-102168,train
JVASP-102169,train
JVASP-10217,train
JVASP-102170,train
JVASP-102171,train
JVASP-102172,train
JVASP-102173,train
JVASP-102174,train
JVASP-102175,train
JVASP-102176,train
JVASP-102177,train
JVASP-102178,train
JVASP-102180,train
JVASP-102181,train
JVASP-102182,train
JVASP-102184,train
JVASP-102185,train
JVASP-102186,train
JVASP-102187,train
JVASP-102188,train
JVASP-102189,train
JVASP-10219,train
JVASP-102190,train
JVASP-102192,train
JVASP-102193,train
JVASP-102195,train
JVASP-102197,train
JVASP-102198,val
JVASP-10220,train
JVASP-102202,train
JVASP-102203,train
JVASP-102204,train
JVASP-102205,test
JVASP-102206,val
JVASP-102207,train
JVASP-102208,train
JVASP-10221,train
JVASP-102210,train
JVASP-102211,train
JVASP-102212,train
JVASP-102213,train
JVASP-102215,train
JVASP-102218,train
JVASP-10222,train
JVASP-102220,train
JVASP-102221,train
JVASP-102222,train
JVASP-102223,train
JVASP-102224,val
JVASP-102225,train
JVASP-102226,train
JVASP-102227,train
JVASP-10223,train
JVASP-102230,train
JVASP-102233,train
JVASP-102235,train
JVASP-102236,train
JVASP-102237,test
JVASP-10224,train
JVASP-102241,train
JVASP-102242,val
JVASP-102243,train
JVASP-102245,train
JVASP-102247,train
JVASP-102248,train
JVASP-10225,train
JVASP-102250,val
JVASP-102251,train
JVASP-102252,train
JVASP-102253,train
JVASP-102254,train
JVASP-102258,train
JVASP-102259,train
JVASP-10226,train
JVASP-102262,train
JVASP-102263,train
JVASP-102265,train
JVASP-102267,train
JVASP-102268,test
JVASP-102269,train
JVASP-10227,train
JVASP-102270,val
JVASP-102271,train
JVASP-102272,train
JVASP-102273,train
JVASP-102274,train
JVASP-102275,train
JVASP-102277,train
JVASP-102279,train
JVASP-10228,val
JVASP-102280,test
JVASP-102281,train
JVASP-102282,train
JVASP-102283,train
JVASP-102284,train
JVASP-102285,train
JVASP-102286,train
JVASP-102287,train
JVASP-102288,train
JVASP-102289,train
JVASP-10229,val
JVASP-102290,train
JVASP-102291,train
JVASP-102292,train
JVASP-102293,train
JVASP-102296,test
JVASP-102297,test
JVASP-102299,train
JVASP-1023,train
JVASP-10230,train
JVASP-102300,train
JVASP-102301,train
JVASP-102302,train
JVASP-102304,train
JVASP-102306,train
JVASP-102307,train
JVASP-102308,test
JVASP-102309,train
JVASP-10231,train
JVASP-102310,train
JVASP-102311,train
JVASP-102313,train
JVASP-102317,train
JVASP-102318,train
JVASP-102319,train
JVASP-10232,train
JVASP-102320,train
JVASP-102321,train
JVASP-102322,train
JVASP-102325,train
JVASP-102326,train
JVASP-102327,train
JVASP-102328,train
JVASP-102329,train
JVASP-10233,train
JVASP-102330,train
JVASP-102331,train
JVASP-102332,train
JVASP-102333,train
JVASP-102334,val
JVASP-102335,train
JVASP-102336,train
JVASP-102337,train
JVASP-102339,train
JVASP-10234,val
JVASP-102340,train
JVASP-102341,train
JVASP-102343,train
JVASP-102344,val
JVASP-102345,train
JVASP-102346,train
JVASP-102347,train
JVASP-102349,train
JVASP-10235,train
JVASP-102350,train
JVASP-102351,val
JVASP-102352,train
JVASP-102353,train
JVASP-102354,train
JVASP-102356,test
JVASP-102357,train
JVASP-102358,train
JVASP-102359,train
JVASP-102360,train
JVASP-102361,train
JVASP-102362,train
JVASP-102364,train
JVASP-102365,train
JVASP-102366,train
JVASP-102368,test
JVASP-102369,train
JVASP-102370,train
JVASP-102371,train
JVASP-102372,train
JVASP-102375,train
JVASP-102377,train
JVASP-102381,train
JVASP-102382,val
JVASP-102383,train
JVASP-102384,train
JVASP-10239,train
JVASP-10240,val
JVASP-102400,train
JVASP-102403,train
JVASP-102404,train
JVASP-102406,train
JVASP-102407,val
JVASP-102408,test
JVASP-102409,train
JVASP-10241,train
JVASP-102410,train
JVASP-102411,train
JVASP-102412,train
JVASP-102413,train
JVASP-102414,train
JVASP-102415,train
JVASP-102416,train
JVASP-102417,train
JVASP-102418,val
JVASP-102419,test
JVASP-10242,train
JVASP-102420,train
JVASP-102421,train
JVASP-102422,train
JVASP-102423,train
JVASP-102424,train
JVASP-102425,test
JVASP-102426,train
JVASP-102427,train
JVASP-102429,train
JVASP-10243,val
JVASP-102431,train
JVASP-102432,train
JVASP-102433,train
JVASP-102434,val
JVASP-102435,test
JVASP-102436,train
JVASP-102438,train
JVASP-102439,train
JVASP-10244,train
JVASP-102442,train
JVASP-102443,train
JVASP-102444,train
JVASP-102445,train
JVASP-102446,train
JVASP-102447,val
JVASP-102449,train
JVASP-10245,train
JVASP-102450,train
JVASP-102451,train
JVASP-102452,train
JVASP-102453,val
JVASP-102454,train
JVASP-102455,train
JVASP-102456,train
JVASP-102457,train
JVASP-102458,train
JVASP-102459,train
JVASP-10246,train
JVASP-102460,train
JVASP-102461,train
JVASP-102462,train
JVASP-102464,train
JVASP-102465,val
JVASP-102466,train
JVASP-102467,val
JVASP-102468,train
JVASP-102469,train
JVASP-10247,test
JVASP-102470,train
JVASP-102472,train
JVASP-102476,train
JVASP-102477,val
JVASP-102478,val
JVASP-102479,val
JVASP-10248,train
JVASP-102480,train
JVASP-102481,val
JVASP-102482,train
JVASP-102483,train
JVASP-102484,train
JVASP-102486,test
JVASP-102488,train
JVASP-10249,train
JVASP-102494,test
JVASP-102495,train
JVASP-102496,train
JVASP-102497,train
JVASP-102499,train
JVASP-10250,train
JVASP-102500,train
JVASP-102501,test
JVASP-102502,train
JVASP-102503,test
JVASP-102504,train
JVASP-102505,train
JVASP-102507,test
JVASP-102508,test
JVASP-102509,train
JVASP-10251,train
JVASP-102510,train
JVASP-102511,train
JVASP-102512,test
JVASP-102513,train
JVASP-102515,train
JVASP-102516,test
JVASP-102517,train
JVASP-102519,train
JVASP-10252,test
JVASP-102520,train
JVASP-102521,train
JVASP-102522,train
JVASP-102523,train
JVASP-102524,train
JVASP-102525,train
JVASP-102526,train
JVASP-102527,val
JVASP-102529,train
JVASP-10253,train
JVASP-102530,test
JVASP-102531,train
JVASP-102532,train
JVASP-102533,train
JVASP-102534,train
JVASP-102535,train
JVASP-102536,train
JVASP-102537,train
JVASP-102538,train
JVASP-10254,test
JVASP-102540,train
JVASP-102541,train
JVASP-102542,train
JVASP-102543,train
JVASP-102544,train
JVASP-102545,train
JVASP-102546,train
JVASP-102547,train
JVASP-102548,train
JVASP-102549,train
JVASP-10255,val
JVASP-102550,test
JVASP-102552,train
JVASP-102553,val
JVASP-102554,train
JVASP-102556,train
JVASP-102558,test
JVASP-10256,train
JVASP-102561,train
JVASP-102562,train
JVASP-102564,train
JVASP-102565,test
JVASP-102566,train
JVASP-102568,train
JVASP-102569,train
JVASP-102570,train
JVASP-102571,train
JVASP-102572,train
JVASP-102573,train
JVASP-102574,train
JVASP-102575,train
JVASP-102576,test
JVASP-102579,train
JVASP-10258,train
JVASP-102580,test
JVASP-102581,train
JVASP-102582,train
JVASP-102583,train
JVASP-102584,train
JVASP-102586,train
JVASP-102587,train
JVASP-102588,train
JVASP-102589,train
JVASP-10259,train
JVASP-102590,train
JVASP-102591,train
JVASP-102592,train
JVASP-102594,val
JVASP-102596,train
JVASP-102598,train
JVASP-102599,train
JVASP-10260,train
JVASP-102601,val
JVASP-102602,test
JVASP-102603,val
JVASP-102604,train
JVASP-102605,train
JVASP-102606,test
JVASP-102607,train
JVASP-10261,train
JVASP-102610,train
JVASP-102611,train
JVASP-102612,train
JVASP-102614,test
JVASP-102615,train
JVASP-102619,val
JVASP-10262,train
JVASP-102620,val
JVASP-102621,train
JVASP-102622,train
JVASP-102623,train
JVASP-102624,val
JVASP-102626,train
JVASP-102627,val
JVASP-102628,val
JVASP-102629,train
JVASP-10263,train
JVASP-102630,train
JVASP-102631,train
JVASP-102632,train
JVASP-102633,train
JVASP-102634,train
JVASP-102635,train
JVASP-102637,train
JVASP-102638,train
JVASP-102639,train
JVASP-10264,val
JVASP-102640,train
JVASP-102641,train
JVASP-102642,train
JVASP-102643,val
JVASP-102644,train
JVASP-102645,train
JVASP-102646,train
JVASP-102647,train
JVASP-102648,train
JVASP-102649,val
JVASP-10265,test
JVASP-102651,train
JVASP-102652,test
JVASP-102653,train
JVASP-102654,train
JVASP-102655,train
JVASP-102657,train
JVASP-102658,train
JVASP-102659,train
JVASP-102660,train
JVASP-102661,train
JVASP-102662,train
JVASP-102663,train
JVASP-102664,train
JVASP-102665,train
JVASP-102667,train
JVASP-102668,train
JVASP-102669,val
JVASP-10267,val
JVASP-102670,train
JVASP-102671,train
JVASP-102672,train
JVASP-102673,train
JVASP-102674,train
JVASP-102675,train
JVASP-102676,train
JVASP-102677,train
JVASP-102679,train
JVASP-102680,val
JVASP-102681,test
JVASP-102682,train
JVASP-102684,train
JVASP-102686,test
JVASP-102688,train
JVASP-102689,test
JVASP-102690,train
JVASP-102691,train
JVASP-102692,train
JVASP-102693,train
JVASP-102695,train
JVASP-102696,train
JVASP-102697,train
JVASP-102699,train
JVASP-10270,train
JVASP-102700,train
JVASP-102701,train
JVASP-102702,val
JVASP-102703,train
JVASP-102704,train
JVASP-102705,test
JVASP-102707,train
JVASP-102708,train
JVASP-10271,train
JVASP-102710,train
JVASP-102711,train
JVASP-102713,train
JVASP-102714,train
JVASP-102715,train
JVASP-102716,val
JVASP-102717,train
JVASP-102718,val
JVASP-102719,train
JVASP-102723,train
JVASP-102724,train
JVASP-102726,train
JVASP-102727,train
JVASP-102728,val
JVASP-102729,test
JVASP-10273,train
JVASP-102730,train
JVASP-102731,val
JVASP-102732,train
JVASP-102733,train
JVASP-102734,val
JVASP-102735,val
JVASP-102736,train
JVASP-102737,train
JVASP-102739,train
JVASP-102740,train
JVASP-102741,val
JVASP-102742,train
JVASP-102743,train
JVASP-102744,train
JVASP-102745,test
JVASP-102746,val
JVASP-102747,train
JVASP-102748,train
JVASP-102749,val
JVASP-102751,train
JVASP-102756,train
JVASP-102758,train
JVASP-102760,train
JVASP-102761,train
JVASP-102762,train
JVASP-102764,train
JVASP-102766,train
JVASP-102768,test
JVASP-102769,train
JVASP-102770,val
JVASP-102771,train
JVASP-102773,train
JVASP-102774,train
JVASP-102775,train
JVASP-102776,train
JVASP-102777,val
JVASP-102779,train
JVASP-102780,train
JVASP-102781,train
JVASP-102782,train
JVASP-102783,train
JVASP-102785,train
JVASP-102786,train
JVASP-102787,val
JVASP-102788,train
JVASP-102789,train
JVASP-102790,train
JVASP-102791,val
JVASP-102792,train
JVASP-102793,val
JVASP-102795,train
JVASP-102796,train
JVASP-102797,test
JVASP-102798,train
JVASP-102799,train
JVASP-102801,train
JVASP-102802,train
JVASP-102803,train
JVASP-102804,train
JVASP-102805,train
JVASP-102806,train
JVASP-102808,train
JVASP-102809,train
JVASP-102810,train
JVASP-102811,train
JVASP-102812,test
JVASP-102813,val
JVASP-102815,train
JVASP-102816,train
JVASP-102818,test
JVASP-102819,train
JVASP-102821,val
JVASP-102823,train
JVASP-102826,train
JVASP-102827,train
JVASP-102828,val
JVASP-102829,train
JVASP-102830,train
JVASP-102832,val
JVASP-102833,train
JVASP-102835,val
JVASP-102837,train
JVASP-102838,train
JVASP-102839,train
JVASP-10284,test
JVASP-102840,train
JVASP-102842,train
JVASP-102843,train
JVASP-102844,test
JVASP-102845,train
JVASP-102846,train
JVASP-102847,test
JVASP-102848,train
JVASP-102850,train
JVASP-102851,train
JVASP-102853,train
JVASP-102854,train
